Image;Center_X;Center_Y;Major_Axis;Minor_Axis;Angle
BraTS20_Training_009_axial;289.99786376953125;254.0015869140625;142.017822265625;151.8758087158203;90.00011444091797
BraTS20_Training_009_coronal;285.99481201171875;366.9913024902344;151.90335083007812;178.0561065673828;13.726850509643555
BraTS20_Training_009_sagittal;485.0013732910156;374.02001953125;150.04446411132812;172.06027221679688;17.94887924194336
BraTS20_Training_010_axial;279.00787353515625;265.9822082519531;51.982810974121094;85.99475860595703;68.77885437011719
BraTS20_Training_010_coronal;279.01055908203125;290.9961853027344;78.15496826171875;91.95616912841797;0.0013772186357527971
BraTS20_Training_010_sagittal;474.0040588378906;289.0344543457031;70.01103210449219;94.11784362792969;4.069747228641063e-05
BraTS20_Training_011_axial;495.00494384765625;216.0162353515625;74.08802032470703;90.18258666992188;90.00685119628906
BraTS20_Training_011_coronal;487.9871826171875;354.0323791503906;94.13370513916016;147.994140625;160.09439086914062
BraTS20_Training_011_sagittal;530.0125122070312;352.01849365234375;92.0958023071289;137.8805694580078;11.018515586853027
BraTS20_Training_012_axial;554.9847412109375;305.9977722167969;73.92186737060547;96.1827392578125;116.70803833007812
BraTS20_Training_012_coronal;549.0075073242188;353.0125732421875;74.16836547851562;91.76831817626953;24.781539916992188
BraTS20_Training_012_sagittal;416.98394775390625;354.00634765625;89.89581298828125;92.13985443115234;90.02926635742188
BraTS20_Training_013_coronal;462.99560546875;291.98980712890625;96.1597671508789;111.78816986083984;4.7096385969780385e-05
BraTS20_Training_014_axial;246.99703979492188;279.01715087890625;144.12698364257812;163.91603088378906;149.9270782470703
BraTS20_Training_014_coronal;250.04515075683594;433.9933166503906;108.03814697265625;125.93316650390625;90.0003433227539
BraTS20_Training_014_sagittal;441.0093688964844;447.00909423828125;98.10565948486328;161.94027709960938;67.13522338867188
BraTS20_Training_015_axial;525.9956665039062;296.0020446777344;87.93061065673828;106.12586975097656;159.82925415039062
BraTS20_Training_015_coronal;524.00537109375;357.9674072265625;80.09310150146484;132.00218200683594;11.975346565246582
BraTS20_Training_015_sagittal;429.0199890136719;367.0491638183594;97.97411346435547;130.14280700683594;60.1356086730957
BraTS20_Training_016_axial;275.9990539550781;233.9887237548828;117.92060089111328;143.95753479003906;76.24746704101562
BraTS20_Training_016_coronal;273.00103759765625;235.01522827148438;129.98123168945312;140.08419799804688;167.79251098632812
BraTS20_Training_016_sagittal;504.98974609375;235.0028076171875;146.0675048828125;162.0435791015625;24.2514591217041
BraTS20_Training_017_axial;569.994873046875;294.0069885253906;80.14656829833984;123.91294860839844;179.9999237060547
BraTS20_Training_017_coronal;573.0498046875;342.9998474121094;83.9876708984375;86.0900650024414;89.99526977539062
BraTS20_Training_017_sagittal;434.98040771484375;336.0216369628906;98.04254150390625;143.98977661132812;97.94700622558594
BraTS20_Training_018_axial;354.0175476074219;220.0;45.86347961425781;48.29071807861328;0.0
BraTS20_Training_018_coronal;348.01251220703125;320.94024658203125;54.13288116455078;105.97435760498047;168.93251037597656
BraTS20_Training_018_sagittal;526.9878540039062;321.01055908203125;72.06103515625;102.1845932006836;11.244573593139648
BraTS20_Training_019_axial;529.9910888671875;350.01727294921875;90.05630493164062;108.15696716308594;38.033199310302734
BraTS20_Training_019_coronal;535.0;398.0276184082031;91.89198303222656;133.97640991210938;0.0
BraTS20_Training_019_sagittal;362.0111083984375;398.015380859375;122.11820220947266;153.92227172851562;47.86528778076172
BraTS20_Training_022_axial;445.9921875;319.00555419921875;94.03217315673828;131.9993896484375;78.01245880126953
BraTS20_Training_022_coronal;455.0125732421875;231.03121948242188;117.99537658691406;146.13917541503906;179.99835205078125
BraTS20_Training_022_sagittal;402.0051574707031;247.0000762939453;108.0871810913086;174.09573364257812;13.975119590759277
BraTS20_Training_023_axial;493.0356140136719;256.0384216308594;82.09819030761719;109.89338684082031;134.9746856689453
BraTS20_Training_023_coronal;490.0165710449219;234.02517700195312;93.95426177978516;120.15226745605469;157.19937133789062
BraTS20_Training_023_sagittal;480.0074157714844;239.99722290039062;106.12626647949219;139.7881317138672;33.96342849731445
BraTS20_Training_024_axial;504.02972412109375;175.00552368164062;107.98944854736328;117.91106414794922;89.99934387207031
BraTS20_Training_024_coronal;499.9915771484375;228.98817443847656;101.82770538330078;142.1127166748047;22.04945182800293
BraTS20_Training_024_sagittal;579.9948120117188;234.99114990234375;130.12249755859375;143.89158630371094;23.860448837280273
BraTS20_Training_025_axial;467.0089416503906;296.98773193359375;115.97050476074219;122.08477020263672;21.15681266784668
BraTS20_Training_025_coronal;462.9896545410156;200.98760986328125;136.0220947265625;211.93934631347656;1.9725992679595947
BraTS20_Training_025_sagittal;426.02081298828125;195.00051879882812;158.06028747558594;221.87867736816406;10.907588958740234
BraTS20_Training_026_axial;300.0076904296875;404.0072021484375;99.96166229248047;102.09077453613281;89.97178649902344
BraTS20_Training_026_coronal;303.00274658203125;371.03350830078125;106.03596496582031;125.9058609008789;179.99600219726562
BraTS20_Training_026_sagittal;291.99920654296875;370.01654052734375;123.94157409667969;129.83160400390625;0.00048176132258959115
BraTS20_Training_027_axial;522.0022583007812;337.9806823730469;82.11064147949219;128.0087432861328;140.0644989013672
BraTS20_Training_027_coronal;518.027099609375;366.9994812011719;97.95433044433594;186.0667724609375;167.00991821289062
BraTS20_Training_027_sagittal;386.00579833984375;366.9899597167969;130.00473022460938;199.94293212890625;28.051233291625977
BraTS20_Training_029_axial;244.0142364501953;244.00704956054688;58.07598876953125;98.14939880371094;120.83175659179688
BraTS20_Training_029_coronal;238.9980926513672;336.0007629394531;88.08403778076172;96.00312042236328;135.8256378173828
BraTS20_Training_029_sagittal;502.97503662109375;334.9864807128906;78.15057373046875;104.1324462890625;31.03608512878418
BraTS20_Training_031_axial;438.9825744628906;208.00381469726562;84.15262603759766;137.87057495117188;157.89881896972656
BraTS20_Training_031_coronal;442.99871826171875;229.97396850585938;86.07210540771484;133.82846069335938;171.20494079589844
BraTS20_Training_033_axial;272.0379943847656;346.01226806640625;86.06462097167969;129.9354705810547;77.09402465820312
BraTS20_Training_033_coronal;273.0022888183594;225.98895263671875;121.96888732910156;163.94334411621094;20.93686294555664
BraTS20_Training_033_sagittal;360.00799560546875;232.9938507080078;129.90884399414062;172.09341430664062;19.979616165161133
BraTS20_Training_034_axial;450.9976501464844;396.9783935546875;106.05675506591797;124.01689910888672;26.095523834228516
BraTS20_Training_034_sagittal;296.98931884765625;189.9990234375;141.88995361328125;198.01864624023438;9.993722915649414
BraTS20_Training_035_coronal;258.9761962890625;393.0018005371094;98.09130859375;131.95114135742188;28.087669372558594
BraTS20_Training_036_axial;564.9807739257812;257.9783935546875;56.26008605957031;105.97041320800781;124.01029205322266
BraTS20_Training_036_coronal;571.997802734375;284.9957275390625;56.22706985473633;95.93472290039062;148.0850830078125
BraTS20_Training_036_sagittal;469.9624938964844;287.9906921386719;77.89549255371094;100.14020538330078;30.927196502685547
BraTS20_Training_037_axial;248.9928436279297;296.0092468261719;120.04397583007812;131.813720703125;108.50397491455078
BraTS20_Training_037_coronal;244.9853515625;340.0389099121094;120.03553771972656;139.93849182128906;82.77689361572266
BraTS20_Training_037_sagittal;434.9644470214844;335.00439453125;99.96487426757812;151.92742919921875;102.84441375732422
BraTS20_Training_038_axial;264.9853515625;197.01693725585938;84.16602325439453;156.08157348632812;36.87977600097656
BraTS20_Training_038_coronal;268.0061950683594;348.01434326171875;106.07523345947266;133.92694091796875;161.03927612304688
BraTS20_Training_038_sagittal;530.9948120117188;332.0176086425781;113.98450469970703;170.06361389160156;169.1075439453125
BraTS20_Training_039_axial;482.0169677734375;249.0143585205078;81.9905014038086;136.0722198486328;84.10299682617188
BraTS20_Training_039_coronal;486.00701904296875;301.0282897949219;117.96469116210938;164.01405334472656;152.99960327148438
BraTS20_Training_039_sagittal;489.0097351074219;307.01361083984375;101.99700164794922;156.03297424316406;12.109908103942871
BraTS20_Training_040_axial;417.0061950683594;442.99407958984375;160.12599182128906;172.01724243164062;41.820796966552734
BraTS20_Training_040_coronal;418.9832763671875;421.9781494140625;120.16071319580078;169.79876708984375;28.00975799560547
BraTS20_Training_040_sagittal;242.0233917236328;412.98858642578125;151.86050415039062;205.9258575439453;63.78582763671875
BraTS20_Training_041_axial;302.00848388671875;147.99661254882812;81.84979248046875;160.2383270263672;60.03428649902344
BraTS20_Training_041_coronal;299.9933776855469;449.0103454589844;138.0163116455078;155.9890594482422;162.287109375
BraTS20_Training_041_sagittal;622.9940795898438;433.97149658203125;133.9753875732422;146.02317810058594;158.07455444335938
BraTS20_Training_042_axial;454.9806823730469;190.98263549804688;113.98446655273438;131.9716339111328;128.64927673339844
BraTS20_Training_042_coronal;463.0037841796875;273.97003173828125;123.867919921875;183.9524383544922;163.96725463867188
BraTS20_Training_042_sagittal;562.9838256835938;278.9892272949219;143.8782501220703;197.9293670654297;16.883222579956055
BraTS20_Training_043_axial;324.0194091796875;308.97943115234375;60.05375671386719;88.01689147949219;105.97933197021484
BraTS20_Training_043_coronal;321.00286865234375;414.0052795410156;75.9740982055664;90.18587493896484;29.108186721801758
BraTS20_Training_045_axial;318.9950866699219;220.0098114013672;127.90397644042969;189.92666625976562;42.080718994140625
BraTS20_Training_045_coronal;319.9967346191406;282.9916687011719;126.04286193847656;213.8277130126953;27.047142028808594
BraTS20_Training_045_sagittal;534.0136108398438;273.0;163.8490753173828;217.8148651123047;47.987064361572266
BraTS20_Training_047_sagittal;298.9882507324219;296.993896484375;131.98870849609375;158.0612335205078;36.27512741088867
BraTS20_Training_048_axial;555.0660400390625;321.0019226074219;52.09811782836914;64.01313018798828;104.82787322998047
BraTS20_Training_048_coronal;556.9990844726562;430.0;64.23307037353516;68.22691345214844;0.0
BraTS20_Training_048_sagittal;399.01959228515625;429.0368347167969;56.14656448364258;71.89911651611328;36.96258544921875
BraTS20_Training_049_axial;467.986083984375;156.96388244628906;67.84281158447266;88.3199691772461;131.14767456054688
BraTS20_Training_049_coronal;468.9838562011719;293.0178527832031;76.03233337402344;114.11325073242188;149.93191528320312
BraTS20_Training_049_sagittal;610.0093383789062;291.01513671875;88.093505859375;121.9219970703125;23.697084426879883
BraTS20_Training_050_axial;256.0214538574219;230.9812774658203;124.1375732421875;158.0803985595703;55.12862777709961
BraTS20_Training_050_coronal;254.0074462890625;366.0188903808594;138.00979614257812;194.0074462890625;21.970596313476562
BraTS20_Training_050_sagittal;513.0039672851562;350.01348876953125;193.89942932128906;241.94114685058594;0.00022420051391236484
BraTS20_Training_051_axial;282.00323486328125;268.0193176269531;90.1031265258789;132.0396728515625;165.0640106201172
BraTS20_Training_051_coronal;273.993408203125;218.00839233398438;100.21216583251953;131.95338439941406;164.0311737060547
BraTS20_Training_051_sagittal;463.0013732910156;221.9923095703125;149.91595458984375;167.92147827148438;115.09626007080078
BraTS20_Training_052_axial;331.0146789550781;175.98886108398438;89.92976379394531;120.1888198852539;25.052024841308594
BraTS20_Training_052_coronal;330.9956359863281;223.0089111328125;97.91133880615234;130.0118865966797;12.116650581359863
BraTS20_Training_052_sagittal;578.006591796875;223.99139404296875;117.92965698242188;133.98074340820312;24.321914672851562
BraTS20_Training_053_axial;245.03363037109375;221.01185607910156;89.9876708984375;109.96263885498047;89.999755859375
BraTS20_Training_053_coronal;241.01123046875;291.0067138671875;113.94908905029297;120.11753845214844;145.4629669189453
BraTS20_Training_053_sagittal;529.0068969726562;296.016845703125;115.8950424194336;132.2495574951172;160.88333129882812
BraTS20_Training_054_axial;291.9956359863281;229.00515747070312;116.057373046875;142.02874755859375;113.05059051513672
BraTS20_Training_054_coronal;288.00921630859375;342.0201416015625;117.94059753417969;167.94406127929688;18.939193725585938
BraTS20_Training_054_sagittal;510.0130615234375;335.97381591796875;137.9930419921875;199.9866485595703;19.055845260620117
BraTS20_Training_055_axial;565.0166015625;229.9998016357422;80.1059799194336;114.16497039794922;89.99999237060547
BraTS20_Training_055_coronal;566.0140380859375;360.02105712890625;105.92159271240234;126.20923614501953;156.17173767089844
BraTS20_Training_055_sagittal;510.98638916015625;355.9882507324219;93.98737335205078;120.00975799560547;10.027812957763672
BraTS20_Training_056_axial;348.0218811035156;187.98458862304688;102.10733032226562;117.97416687011719;20.90894889831543
BraTS20_Training_056_sagittal;572.0076904296875;240.99522399902344;142.1191864013672;178.00927734375;31.077821731567383
BraTS20_Training_057_axial;447.9771728515625;236.0279998779297;70.06927490234375;76.00877380371094;21.394733428955078
BraTS20_Training_057_coronal;446.9982604980469;187.00111389160156;83.94681549072266;146.1919708251953;171.8978271484375
BraTS20_Training_057_sagittal;508.0027160644531;188.0238800048828;109.96715545654297;152.01564025878906;19.06047821044922
BraTS20_Training_059_axial;495.0325012207031;329.0425720214844;44.138309478759766;50.197139739990234;125.66350555419922
BraTS20_Training_059_coronal;500.02655029296875;356.9921875;40.129459381103516;60.09431838989258;165.9488067626953
BraTS20_Training_059_sagittal;389.03228759765625;355.0324401855469;56.13328552246094;64.06600952148438;152.0636444091797
BraTS20_Training_060_sagittal;472.01629638671875;371.97637939453125;121.98954010009766;162.0548095703125;42.2181510925293
BraTS20_Training_061_axial;370.9984130859375;272.9875793457031;76.1316146850586;105.97944641113281;64.16881561279297
BraTS20_Training_061_coronal;363.99212646484375;362.9797058105469;95.98664093017578;150.13955688476562;148.1507568359375
BraTS20_Training_061_sagittal;458.0220642089844;363.0179443359375;93.96336364746094;146.1529541015625;161.14486694335938
BraTS20_Training_062_axial;328.00079345703125;357.9878234863281;135.9559326171875;185.833251953125;73.94149017333984
BraTS20_Training_062_coronal;329.011962890625;251.01504516601562;165.90817260742188;187.9940643310547;142.07962036132812
BraTS20_Training_062_sagittal;348.0058898925781;244.00498962402344;174.0252227783203;183.97987365722656;154.8061065673828
BraTS20_Training_064_axial;287.99566650390625;328.9972839355469;143.84878540039062;151.9603729248047;154.5890655517578
BraTS20_Training_065_axial;575.0100708007812;307.00994873046875;61.857025146484375;72.22191619873047;90.00000762939453
BraTS20_Training_065_coronal;574.994140625;365.9913635253906;68.02165222167969;76.17351531982422;146.39260864257812
BraTS20_Training_065_sagittal;416.9841613769531;366.9968566894531;76.23580169677734;82.02745056152344;39.943084716796875
BraTS20_Training_066_axial;260.02081298828125;327.0215759277344;79.91720581054688;98.06179809570312;107.9251937866211
BraTS20_Training_066_coronal;252.99917602539062;287.0125732421875;94.02281188964844;120.20951843261719;50.11105728149414
BraTS20_Training_066_sagittal;381.01605224609375;275.9965515136719;69.97110748291016;102.19349670410156;70.01268005371094
BraTS20_Training_067_axial;472.00677490234375;175.0176544189453;120.10591888427734;146.00201416015625;150.89779663085938
BraTS20_Training_067_coronal;476.0029296875;212.9877471923828;136.0758056640625;239.90635681152344;172.05523681640625
BraTS20_Training_067_sagittal;573.0029907226562;220.010986328125;161.93630981445312;214.03469848632812;171.10568237304688
BraTS20_Training_068_axial;458.0184631347656;220.00367736816406;87.91158294677734;147.9366455078125;49.83736801147461
BraTS20_Training_068_coronal;468.9964904785156;342.0368957519531;92.04472351074219;147.87689208984375;169.85464477539062
BraTS20_Training_068_sagittal;534.9918212890625;337.0001220703125;147.92758178710938;147.96751403808594;96.89435577392578
BraTS20_Training_069_axial;454.013671875;242.9939727783203;118.05370330810547;138.050537109375;20.144824981689453
BraTS20_Training_069_coronal;462.9588623046875;217.0076446533203;107.9962158203125;127.90572357177734;152.76910400390625
BraTS20_Training_069_sagittal;494.9996643066406;230.00588989257812;130.00184631347656;197.97906494140625;54.96855545043945
BraTS20_Training_071_axial;441.9947814941406;385.0222473144531;82.1091079711914;102.0096206665039;23.187952041625977
BraTS20_Training_071_coronal;438.98211669921875;174.9998016357422;100.14694213867188;137.83706665039062;162.19686889648438
BraTS20_Training_071_sagittal;315.9811706542969;177.0035400390625;128.21231079101562;133.8857879638672;160.9037322998047
BraTS20_Training_072_axial;521.013427734375;199.98757934570312;116.14997100830078;143.79696655273438;27.68331527709961
BraTS20_Training_072_coronal;522.0038452148438;308.98846435546875;143.99261474609375;175.8406524658203;151.9866485595703
BraTS20_Training_072_sagittal;548.0028076171875;308.010986328125;157.99334716796875;196.07467651367188;54.08317565917969
BraTS20_Training_073_axial;508.0033264160156;237.98931884765625;99.81477355957031;144.01670837402344;120.04150390625
BraTS20_Training_073_coronal;525.0221557617188;301.0268249511719;101.94464111328125;105.95611572265625;179.98025512695312
BraTS20_Training_073_sagittal;487.9856262207031;294.9881896972656;112.06053924560547;121.93975830078125;143.3310089111328
BraTS20_Training_075_axial;481.0355224609375;341.01385498046875;101.87289428710938;133.9959259033203;89.99646759033203
BraTS20_Training_076_sagittal;574.001953125;217.02127075195312;98.11530303955078;136.20895385742188;179.99990844726562
BraTS20_Training_077_axial;553.9994506835938;341.99334716796875;72.0852279663086;91.8279800415039;97.93505096435547
BraTS20_Training_077_coronal;556.9781494140625;380.00775146484375;96.04560852050781;129.99215698242188;13.95621109008789
BraTS20_Training_077_sagittal;373.000732421875;377.99725341796875;90.02857971191406;133.97537231445312;8.006092071533203
BraTS20_Training_078_axial;301.98193359375;244.00726318359375;72.23843383789062;77.90467834472656;27.33774757385254
BraTS20_Training_078_coronal;303.9957275390625;386.9780578613281;72.10176849365234;121.84769439697266;1.8821887969970703
BraTS20_Training_078_sagittal;494.0123596191406;391.9819641113281;86.1189193725586;130.06875610351562;28.966238021850586
BraTS20_Training_080_axial;334.00738525390625;214.99990844726562;97.89192962646484;107.96369171142578;31.275007247924805
BraTS20_Training_080_coronal;326.010498046875;365.0362243652344;82.03328704833984;90.08055114746094;137.17147827148438
BraTS20_Training_080_sagittal;525.9838256835938;372.9887390136719;84.0060806274414;118.12752532958984;87.037109375
BraTS20_Training_081_axial;535.0336303710938;345.0118713378906;89.9876708984375;109.96263885498047;89.999755859375
BraTS20_Training_081_coronal;535.982177734375;240.98236083984375;108.05072021484375;132.01651000976562;155.9766845703125
BraTS20_Training_081_sagittal;369.00927734375;238.99205017089844;110.08224487304688;131.99166870117188;0.0010168104199692607
BraTS20_Training_083_axial;502.99169921875;232.0271759033203;91.95589447021484;105.88551330566406;0.003017812967300415
BraTS20_Training_083_coronal;501.0130310058594;367.0032958984375;72.06723022460938;114.04773712158203;150.87704467773438
BraTS20_Training_083_sagittal;511.9740295410156;367.01275634765625;98.00220489501953;128.22735595703125;90.01580810546875
BraTS20_Training_084_axial;271.00408935546875;186.00453186035156;107.97135162353516;154.1251678466797;40.02861785888672
BraTS20_Training_084_coronal;268.0060119628906;397.0290222167969;117.88043975830078;156.03524780273438;34.962364196777344
BraTS20_Training_084_sagittal;579.0013427734375;404.0087585449219;130.0950927734375;181.88116455078125;109.93807983398438
BraTS20_Training_085_axial;438.9740905761719;147.9998016357422;68.07957458496094;80.03266143798828;140.97158813476562
BraTS20_Training_085_coronal;438.0097351074219;242.01210021972656;58.048004150390625;120.10771179199219;7.032964706420898
BraTS20_Training_085_sagittal;603.9878540039062;247.99510192871094;88.04581451416016;103.96016693115234;23.371746063232422
BraTS20_Training_088_axial;258.9886779785156;364.972412109375;81.93701171875;96.18839263916016;136.1441650390625
BraTS20_Training_088_coronal;252.010986328125;382.014404296875;89.99884796142578;124.01008605957031;11.863218307495117
BraTS20_Training_088_sagittal;339.0058898925781;379.0169677734375;98.09616088867188;119.91545104980469;14.309189796447754
BraTS20_Training_089_axial;498.9942321777344;302.9974670410156;92.00439453125;117.92865753173828;105.92955017089844
BraTS20_Training_089_coronal;504.0221862792969;406.9956359863281;102.1933364868164;139.68460083007812;156.0343017578125
BraTS20_Training_090_axial;344.98931884765625;257.00067138671875;89.94688415527344;136.12429809570312;90.00044250488281
BraTS20_Training_090_coronal;352.0035400390625;326.9903564453125;146.15391540527344;148.01181030273438;109.3836669921875
BraTS20_Training_090_sagittal;479.0115051269531;325.9838562011719;112.03327941894531;144.00802612304688;8.07678508758545
BraTS20_Training_091_axial;540.0050048828125;308.9769592285156;107.98188781738281;127.93989562988281;110.89444732666016
BraTS20_Training_091_coronal;531.0369873046875;269.0083312988281;116.07554626464844;122.08580780029297;89.99974060058594
BraTS20_Training_091_sagittal;412.99224853515625;268.0185546875;133.9214630126953;143.89012145996094;89.99766540527344
BraTS20_Training_092_coronal;399.99072265625;268.02667236328125;112.11366271972656;162.07882690429688;115.9776840209961
BraTS20_Training_093_axial;256.00604248046875;327.99627685546875;120.10677337646484;123.95443725585938;160.45083618164062
BraTS20_Training_093_coronal;259.9928894042969;412.02227783203125;100.00001525878906;169.91746520996094;18.948678970336914
BraTS20_Training_093_sagittal;381.99139404296875;422.0042724609375;112.04894256591797;187.9546661376953;37.974456787109375
BraTS20_Training_094_axial;559.0;204.01902770996094;37.97686767578125;53.75431823730469;90.0
BraTS20_Training_094_coronal;558.0184326171875;405.9844970703125;52.280635833740234;61.903045654296875;147.299072265625
BraTS20_Training_094_sagittal;546.9619750976562;406.0083923339844;48.03340148925781;62.15931701660156;165.43109130859375
BraTS20_Training_096_axial;332.02899169921875;236.97813415527344;90.00440979003906;122.03250122070312;114.80463409423828
BraTS20_Training_096_coronal;327.0215148925781;302.0145568847656;105.89453125;184.0362091064453;29.95857048034668
BraTS20_Training_096_sagittal;484.9923400878906;295.0207824707031;130.0771026611328;168.01223754882812;149.94668579101562
BraTS20_Training_097_axial;293.0052795410156;294.0029602050781;113.98728942871094;184.00108337402344;10.105830192565918
BraTS20_Training_097_coronal;288.0032653808594;325.9879455566406;121.91127014160156;224.19432067871094;14.970512390136719
BraTS20_Training_097_sagittal;428.0119323730469;322.99505615234375;197.9041748046875;243.98289489746094;76.02051544189453
BraTS20_Training_098_axial;363.97344970703125;389.99786376953125;101.9012451171875;147.94659423828125;104.79387664794922
BraTS20_Training_098_coronal;368.000244140625;177.02989196777344;127.90283966064453;168.01853942871094;152.7437744140625
BraTS20_Training_098_sagittal;308.9833068847656;177.01193237304688;118.03103637695312;177.76902770996094;42.973724365234375
BraTS20_Training_099_coronal;530.0146484375;433.0216979980469;46.10728454589844;54.191009521484375;145.66229248046875
BraTS20_Training_099_sagittal;481.04052734375;432.00018310546875;46.03157424926758;112.2019271850586;101.06422424316406
BraTS20_Training_100_coronal;254.9893798828125;344.001220703125;149.93853759765625;174.05157470703125;23.098407745361328
BraTS20_Training_101_axial;507.99371337890625;304.994873046875;84.08843231201172;130.05477905273438;162.9351806640625
BraTS20_Training_101_coronal;513.0031127929688;400.028564453125;84.01698303222656;114.05030059814453;165.86476135253906
BraTS20_Training_101_sagittal;416.9992980957031;402.9881286621094;116.06228637695312;158.01039123535156;73.98255920410156
BraTS20_Training_102_axial;440.9981994628906;222.013671875;74.11582946777344;117.9793930053711;0.0019289090996608138
BraTS20_Training_102_coronal;442.00323486328125;228.0105743408203;80.09586334228516;121.93748474121094;170.0094757080078
BraTS20_Training_102_sagittal;519.0106201171875;230.00157165527344;118.05101776123047;137.96661376953125;89.99790954589844
BraTS20_Training_103_axial;517.9883422851562;163.98948669433594;122.12175750732422;152.09288024902344;113.93395233154297
BraTS20_Training_103_coronal;517.01806640625;348.0061340332031;133.99261474609375;202.03453063964844;159.98793029785156
BraTS20_Training_103_sagittal;602.9995727539062;347.97393798828125;179.87823486328125;204.06716918945312;161.82846069335938
BraTS20_Training_104_axial;254.9928741455078;293.0361022949219;153.97068786621094;167.962890625;154.13552856445312
BraTS20_Training_104_coronal;258.0216369628906;349.0101318359375;165.9140167236328;165.98585510253906;88.8410873413086
BraTS20_Training_104_sagittal;422.9967346191406;343.99078369140625;168.05850219726562;189.82559204101562;50.29319381713867
BraTS20_Training_105_axial;290.0113830566406;359.99102783203125;82.14266204833984;94.10189056396484;95.08899688720703
BraTS20_Training_105_coronal;290.0098571777344;422.99530029296875;88.10201263427734;101.9331283569336;137.50189208984375
BraTS20_Training_105_sagittal;351.96331787109375;414.0146179199219;96.03508758544922;127.9333724975586;20.9553279876709
BraTS20_Training_106_axial;519.9844970703125;292.0045471191406;91.96517181396484;116.07618713378906;125.99581909179688
BraTS20_Training_107_axial;453.0001525878906;238.9982452392578;75.96955871582031;108.10457611083984;90.0
BraTS20_Training_107_coronal;464.9954528808594;312.9793701171875;99.94741821289062;158.0726318359375;151.03488159179688
BraTS20_Training_107_sagittal;504.9992980957031;303.9727478027344;103.93193054199219;149.94419860839844;148.06716918945312
BraTS20_Training_108_axial;520.9827270507812;220.9867706298828;92.22437286376953;105.92528533935547;134.93431091308594
BraTS20_Training_108_coronal;524.0341796875;435.9971923828125;92.01695251464844;100.11785888671875;141.98883056640625
BraTS20_Training_108_sagittal;520.9783325195312;439.01043701171875;87.91606903076172;114.09297180175781;83.81858825683594
BraTS20_Training_109_axial;483.00250244140625;373.00323486328125;101.82243347167969;134.025146484375;49.94609451293945
BraTS20_Training_109_coronal;478.0111999511719;329.9871520996094;124.11756896972656;127.86632537841797;89.99079895019531
BraTS20_Training_109_sagittal;336.01666259765625;350.9914245605469;145.91354370117188;171.92575073242188;179.9999542236328
BraTS20_Training_110_coronal;461.9886169433594;126.9769515991211;51.85432434082031;80.07410430908203;138.10325622558594
BraTS20_Training_110_sagittal;503.0447082519531;111.01532745361328;49.982418060302734;70.091064453125;90.03118896484375
